title,revenue,budget,genres,release_date,original_language,profit
Navigating the Heart,5000000,2000000,"Drama, Romance, TV Movie",2/14/2000,en,3000000
Power of Attorney,2800000,1500000,"Thriller, Crime",8/1/1995,en,1300000
The Graduates,300000,96000,Comedy,5/1/2009,en,204000
Parnell,1576000,1547000,"Drama, History, Romance",6/4/1937,en,29000
Willie and Phil,4400000,5500000,"Comedy, Drama, Romance",8/15/1980,en,-1100000
UFC 94: St-Pierre vs. Penn 2,4290020,1091000,,1/31/2009,en,3199020
Cheyenne,3303000,1929000,Western,6/6/1947,en,1374000
Tyler Perry's Meet The Browns - The Play,1000000,500000,Comedy,6/28/2005,en,500000
Love Child,112940,50091,"Romance, Drama, Crime",10/15/1982,en,62849
Constellation,23006533,7200000,"Drama, Romance",2/1/2007,en,15806533
Hell House,123000,50000,"Drama, Horror",7/25/2008,en,73000
The Errand of Angels,195184,160000,Drama,8/22/2008,en,35184
Last Flight,5900000,10000000,"Action, Thriller",3/21/2014,en,-4100000
Baptists at Our Barbecue,173306,500000,"Comedy, Romance",10/8/2004,en,-326694
Lulu the Movie,650000,1500000,Comedy,11/24/2016,en,-850000
Man on Fire,1415000,1180000,Drama,8/22/1957,en,235000
"The Book of Mormon Movie, Volume 1: The Journey",1672730,2000000,"Adventure, Family",9/12/2003,en,-327270
Batman Beyond: Tech Wars / Disappearing Inque,1000000,1000000,Animation,5/8/1999,en,0
Big City,1601000,621000,Drama,9/3/1937,en,980000
Sholem Aleichem: Laughing In The Darkness,845188,500000,Documentary,2/24/2012,en,345188
When a Man Loves,1037000,528000,"History, Romance",8/21/1927,en,509000
Ah Boys to Men 3: Frogmen,5520000,2020000,"Comedy, Action",2/19/2015,en,3500000
Valentino,1550000,1300000,"Drama, Romance",3/8/1951,en,250000
The Sweet Ride,2600000,1935000,Drama,6/12/1968,en,665000
Street Hero,700000,2500000,Drama,8/15/1984,en,-1800000
Caddyshack: The 19th Hole,60000000,6000000,"Documentary, Comedy",5/5/1999,en,54000000
I Accuse!,665000,1768000,"Drama, History",3/5/1958,en,-1103000
I Am Hooligan,120000,60000,"Thriller, Action, Crime, Drama",9/5/2016,en,60000
Trade Winds,964404,738733,"Romance, Comedy, Mystery",12/28/1938,en,225671
The Better 'Ole,1273000,449000,"Comedy, Drama, War",10/23/1926,en,824000
The Big Hangover,1626000,1026000,Comedy,5/26/1950,en,600000
All,60500,1200000,,11/4/2020,en,-1139500
Living in a Big Way,1513000,2839000,"Comedy, Music",6/10/1947,en,-1326000
Best Foot Forward,2704000,1162000,"Comedy, Music",10/8/1943,en,1542000
Mexican Bloodbath,750000,50000,"Action, Thriller",2/21/2010,en,700000
DeMarcus Cousins Presents Boogie's Comedy Slam,1500000,409000,Comedy,7/20/2020,en,1091000
The Student Teachers,1078000,100000,"Comedy, Thriller",9/6/1973,en,978000
Cynthia,1648000,1318000,"Comedy, Drama",8/29/1947,en,330000
The Affairs of Martha,375000,240000,"Romance, Comedy",6/21/1942,en,135000
Dark Delusion,718000,875000,"Mystery, Drama",6/24/1947,en,-157000
Sons of Apollo: Live With The Plovdiv Psychotic Symphony,10000000,1000000,Music,8/30/2019,en,9000000
Rock Sangkut,100000,100000,"TV Movie, Drama",7/30/2014,en,0
"Peter Gabriel: New Blood, Live In London",1000000,100000,Music,10/24/2011,en,900000
Celsius 41.11,93000,1000000,Documentary,10/22/2004,en,-907000
Washington Heights,156021,210000,"Drama, Romance",5/22/2002,en,-53979
The Sea Beast,938000,503000,"Adventure, Fantasy",1/15/1926,en,435000
The Last Lear,202000,1500000,Drama,9/12/2008,en,-1298000
Thanks Maa,2000000,500000,"Comedy, Drama",3/5/2010,en,1500000
Unbound,21000000,80000,"Action, Crime, Drama, Thriller",6/15/2018,en,20920000
Jessica Simpson: Reality Tour Live,2303489,500000,Music,11/23/2004,en,1803489
The Story Of Short Stack,14000000,2000000,"Documentary, Comedy, Drama",10/28/2011,en,12000000
The Visual Effects of 'Scary Movie 4',178262620,45000000,,4/20/2006,en,133262620
Hot Stuff,101250,101250,"Animation, Comedy",1/1/1971,en,0
Say It with Songs,2266000,470000,Music,8/5/1929,en,1796000
Belukar,78000,552000,"Action, Drama, Romance",5/6/2010,en,-474000
Everybody's Business,515150,846820,Comedy,12/5/2013,en,-331670
Messengers,5224221,200000000,"Horror, Drama, Science Fiction",6/27/2004,en,-194775779
Son of the Gods,1432000,436000,Drama,3/9/1930,en,996000
Child of Nature,1000000,1000000,Documentary,5/1/2021,en,0
In the Face of Evil: Reagan's War in Word and Deed,110577,500000,Documentary,10/1/2004,en,-389423
ATL 2: The Homecoming,31200000,3000000,"Drama, Comedy, Mystery",8/31/2021,en,28200000
Trinket Box,305526,150000,"Horror, Drama",3/31/2023,en,155526
Log Boy,1311229,1311229,"Animation, Comedy",12/24/2018,en,0
The Kill Room,476375,50000000,"Crime, Thriller, Action",9/14/2023,en,-49523625
Windy Dreams,50000,60000,,4/11/2021,en,-10000
Heart - Live at the Royal Albert Hall with The Royal Philharmonic Orchestra,1000000,100000,Music,12/20/2016,en,900000
The Bashful Bachelor,675000,165000,Comedy,3/19/1942,en,510000
A Daughter of the Gods,1390000,1000000,"Fantasy, Drama",10/16/1916,en,390000
The Dead Walk,1200000,50000,Horror,6/6/2008,en,1150000
Anthony Joshua vs. Carlos Takam,34134173,5000000,Action,10/28/2017,en,29134173
Binsu: Hīrōtaimu,125543200,50000000,"Action, Adventure, Comedy",10/10/2020,en,75543200
Edward Lee's the Bighead,100000,45000,Horror,9/23/2013,en,55000
The Desert Song,3022000,354000,"Music, Romance",4/8/1929,en,2668000
Fool's Paradise,901937,291367,Romance,12/9/1921,en,610570
Z-Baw,758000,2950000,,3/16/2012,en,-2192000
SoundStage Presents: Robert Plant And The Strange Sensation,10000000,1000000,Music,9/16/2005,en,9000000
Rio Rita,2400000,678000,"Romance, Western, Music",9/15/1929,en,1722000
The Runaway Bride,204000,103000,"Drama, Crime",5/4/1930,en,101000
Prosperity,1514000,628000,"Drama, Comedy",11/18/1932,en,886000
30 Days,5000000,500000,Drama,10/6/2006,en,4500000
Watchmen:(The Ultimate Cut),185000000,130000000,"Action, Mystery, Science Fiction, Crime",3/6/2009,en,55000000
Army Daze,1160000,507000,Comedy,7/12/1996,en,653000
Adventures of Batman & Robin: Poison Ivy/The Penguin,1000000,1000000,Animation,9/1/1992,en,0
The Singing Fool,5916000,388000,"Drama, Music",9/19/1928,en,5528000
Hillary: Ocean to Sky,70049,20000000,Documentary,10/31/2019,en,-19929951
Secret World,900000,1150000,Drama,7/9/1969,en,-250000
Blood Line,100000,60000,Crime,,en,40000
Super Bheem Toota Khush Tara,1253654,256982,,12/17/2017,en,996672
Anne of Green Gables,35700000,3500000,,2/17/1986,en,32200000
Batman: The Animated Series - Secrets of the Caped Crusader,1000000,1000000,,9/1/1992,en,0
Alpviram,75000,70000,,5/12/2009,en,5000
Street Hoopz,564000,50000,"Action, Crime, Drama",12/22/2017,en,514000
ere,200202022,1209097,,,en,198992925
When I Grow Up,100000,50000,Drama,4/19/1951,en,50000
The Way of All Pests,59967,59967,"Animation, Comedy",2/28/1941,en,0
Giganten,320582,496571,"Documentary, Music",8/26/2005,en,-175989
Life After War : Iraq,120000,45000,,6/3/2022,en,75000
The Secret Of Palestine,365000,120000,,6/25/2022,en,245000
Science Please! : The Wonderful World of Colour,100270,100270,Animation,5/8/1999,en,0
KOSHISH,160000,450000,,,en,-290000
AATU KHOJI,100000,400000,,,en,-300000
SUKRAT IS ALIVE,100000,200000,,,en,-100000
baskarbel prodgy,12000000,36000,Fantasy,,en,11964000
Guinness Guru,342322,12000000,"Drama, Thriller, Comedy, Horror",1/22/2022,en,-11657678
Ah Girls Go Army,1785000,1428000,"Comedy, Drama",2/1/2022,en,357000
jansankhya,1000000,600000,Drama,2/12/2021,en,400000
Mysterious Brother,400000,300000,Mystery,,en,100000
The Dog Walker,140000,50000,,11/11/2018,en,90000
WWE RAW,9999999,9999999,,,en,0
GWF Women's Wrestling Revolution 7,456678,78888,"Action, Drama",3/3/2018,en,377790
Killing Poe,2500000,200000,"Comedy, Horror",6/18/2016,en,2300000
Silence,578000,100000,,,en,478000
a cat without a name,60000,60000,Animation,3/29/2009,en,0
Elton John: Love Songs,13341855,276000,Music,11/6/1995,en,13065855
Celebrity Marriage,30000000,2000000,"Drama, Romance",,en,28000000
Seize the Night,500000,120000,"Drama, Thriller",2/14/2022,en,380000
Seven and a Half Dates,300000,2000000,"Comedy, Romance",8/3/2018,en,-1700000
Vacancy,903400045,1000000,"Mystery, Comedy",5/26/2018,en,902400045
STREET CODE,239000,50000,"Action, Drama, Crime",1/1/2018,en,189000
Da Rap Game,260000,50000,Crime,,en,210000
She's Mine,580000,60000,"Drama, Horror, Romance",1/1/2018,en,520000
Shororipu 1,80000,75000,"Horror, Mystery, Crime, Thriller",6/17/2016,en,5000
ALL COPS AIN'T BAD,350000,100000,Comedy,2/6/2020,en,250000
Badass beatdown,2000000,500000,,,en,1500000
a siberian film,1800000,1999000,,,en,-199000
TikTok Rizz Party,3000000000,250000000,"Drama, Comedy",4/1/2024,en,2750000000
Sweet Journey,10000000,1000000,"Adventure, Drama, History",8/3/2011,en,9000000
The Metamorphosis,60000,275000,,1/12/1976,en,-215000
Luminarias,428535,1000000,,5/5/2000,en,-571465
Apex Legends: The Movie,106460919,175000000,"Action, Science Fiction",6/16/2023,en,-68539081
Big Jack,915000,869000,"Adventure, Western",4/12/1949,en,46000
How to Save a Life,62875,41536,Drama,5/1/2011,en,21339
Barbet : L'Homme de la situation,1500000,750000,"Thriller, Action",8/25/2012,en,750000
Vipin and Rosh Wedding,100000,100000,Adventure,7/9/2012,en,0
Scandalize My Name: Stories from the Blacklist,100000,1000000,Documentary,1/1/1998,en,-900000
Winter Carnival,474286,412640,"Romance, Comedy, Drama",7/28/1939,en,61646
The Bear,20000000,20000000,"Comedy, Drama",6/23/2022,en,0
One Hundred Days: The Story of Architects Almost World Tour,63462,46560,Documentary,10/1/2013,en,16902
One Week,190441,77575,"Drama, Romance",8/3/2000,en,112866
Care Bears: Season of Caring,900000,50000,"Adventure, Animation, Family, Fantasy",7/12/2004,en,850000
The Miracle Man,3600000,120000,Drama,8/26/1919,en,3480000
Horror Making Of,60000,50000,Comedy,11/2/2022,en,10000
Medium Shot,60000,50000,Comedy,8/23/2023,en,10000
Like a butterfly,90000,70000,Documentary,3/10/2013,en,20000
Convention City,522000,239000,Comedy,12/14/1933,en,283000
Flame and the Flesh,2294000,1275000,Drama,5/5/1954,en,1019000
Underwater Warrior,405000,384000,"History, War",2/14/1958,en,21000
For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf,100000,1000000,"Drama, Romance",2/23/1982,en,-900000
Billy Yeager The Ineffable Enigma,2350000,165000,"Documentary, Music",7/30/2016,en,2185000
Gansterism Part 3,3700000,120000,"Documentary, Music, Drama, History",4/20/2011,en,3580000
Mars: Pioneering the Planet,2000000,1000000,Documentary,8/10/2003,en,1000000
VENUM,70000,50000,"Documentary, Drama",10/1/2023,en,20000
Paths of the Gods,4000000,1000000,Documentary,2/17/1995,en,3000000
Sityodtong Training Camp,50000,50000,"Documentary, Drama",10/11/2023,en,0
Kangaroo,432266,3300000,Drama,7/24/1986,en,-2867734
The Rise Of Serio,1300000,97000,"Documentary, Music, Drama, History",1/19/2010,en,1203000
400 Fiker,100000,30000,,,en,70000
terrible miracles 1,4679643,120875,,,en,4558768
THE BALAJI MOVIE OF MANAV,10000000,30000,,,en,9970000
Joker,1074251311,55000000,,,en,1019251311
terrible miracles 2,973543,127542,,,en,846001
Richie Rich,76000000,40000000,,,en,36000000
King of Bidar,50000,100000,,,en,-50000
The Day It Happened,30000000,5000000,"Drama, Thriller",3/11/2002,en,25000000
my aventures with superman,200000,200000,"Animation, Action",8/18/2023,en,0
Royston G King Show,100000000,1000000,Documentary,,en,99000000
EU & USA,157202,157202,Animation,8/13/2018,en,0
Lil' Gaither: Kids Under Construction,50000,30000,"Family, Music",3/9/2006,en,20000
Vay Ampol,60000,60000,Comedy,1/1/2019,en,0
Roundabout Times,2142134,38384783,,,en,-36242649
The Lego Movie 3: A Powerpuff Adventure,400000000,300000000,,,en,100000000
Masters of Horror,198000,54000,,,en,144000
Supadu Dada,200000,100000,Action,10/10/2021,en,100000
Pizza Boy in No Tip,61661,61661,"Animation, Comedy",2/25/1996,en,0
Science Please! : The Internal Combustion Engine,300996,300996,Animation,1/1/2000,en,0
Boo!,69420,69420,,,en,0
Chromosaurus,65993,65993,Animation,7/31/1985,en,0
BuzziN',1747037,1747037,Animation,9/1/2017,en,0
Carrying out,100105,100005,,,en,100
Embrace Again 2022,1500000,1500000,,,en,0
Fallout,200000000,153000000,Action,,en,47000000
A Dangerous Adventure,142000,175000,Adventure,11/1/1922,en,-33000
avatar: o ultimo mestre do ar,2120000,120000000,Action,,en,-117880000
The Meet Arnold: The Movie,90000000,200000000,,11/18/2022,en,-110000000
Foe Paws,97464,97464,"Animation, Comedy, Drama, Family",7/7/2000,en,0
The Inexplicable Joy of Film - A Trenz Core,500000000,10000000,Drama,,en,490000000
Birth of A Savage,130000,110000,"Drama, Thriller, Action",1/17/2024,en,20000
Loose Change,200000,100000,"Comedy, Drama",6/14/2023,en,100000
The Hidden Persuaders,50000,50000,Drama,7/1/2011,en,0
Avatar: The Last Airbender,320000,150000,,,en,170000
john wick 3,300000000,100000000,,,en,200000000
Playmobil The Movie 2: Maximus' Revenge,443667228,200000000,,,en,243667228
Malcom,2454750,638900,"Comedy, Crime",,en,1815850
Playmobil The Movie 2: Maximus' Revenge,22388764,600000000,,,en,-577611236
Harry Potter and the Sorcerer's Stone (Extended Edition),1024000000,125000000,,,en,899000000
SpiderMan,4000000,200000,,,en,3800000
Arrietty (UK),146000000,23000000,Animation,7/29/2011,en,123000000
Little yellow sun  maximum overdrive duplicate earth 2.0,2555554,100000000,,,en,-97444446
TAYLOR SWIFT | THE ERAS TOUR (EXTENDED VERSION),250000000,20000000,,,en,230000000
Maximum overdrive from earth 2.0,2555554,100000000,,,en,-97444446
Challengers,250000,150000,,,en,100000
Smoke Out,2444000,434000,"Comedy, Drama",,en,2010000
Skibidi Toilet: The Movie,12000000,2000000,"Action, Science Fiction, Thriller",11/26/2023,en,10000000
Hello Thailand,50000,50000,,,en,0
"Wizard People 2: Spiders and Snakes, Dear Reader",876688482,100000000,Comedy,7/13/2011,en,776688482
Downup The Exit 796,1000000,300000,"Action, Thriller",7/16/2018,en,700000
123timeline,90000,300000,,,en,-210000
spider man,90000,300000,,,en,-210000
ESTHER,145000,72000,,,en,73000
Jay Walker: Immature,8000000,250000,Comedy,7/5/2023,en,7750000
Film FodZ endgame,2000000,150000,"Action, War, Thriller, Fantasy, Crime, Documentary, Drama, Music, Romance",,en,1850000
Steady On,50000,100000000,Western,10/26/2019,en,-99950000
Ladybird,79000000,10000000,,,en,69000000
English,900000,54000,Drama,4/15/2022,en,846000
Merlin,189000,78000,,,en,111000
Bee Movie,2930000000,150000000,,,en,2780000000
Cold Blooded Love,55000,50000,"Drama, Crime",4/10/2024,en,5000
10 Things I Hate About You,1000000,13000000,Comedy,7/7/2009,en,-12000000
Halo 4,220000000,40000000,"Science Fiction, Action, Adventure",11/6/2012,en,180000000
Halo 2,125000000,125000000,,,en,0
Tabounet Hamza - طابونة حمزة,120000,80000,"Comedy, Family",9/24/1984,en,40000
Playback Time,50000000,50000,"Drama, Thriller, Mystery",5/16/2007,en,49950000
musla ranga,5000000,2000000,"Crime, Drama, Thriller",,en,3000000
Lift (The Downfall of Wade Adrian),89000000,23000000,"Thriller, Action",10/7/2022,en,66000000
Strictly For The Streets Vol. 1,100000,250000,"Comedy, Drama",2/14/2021,en,-150000
Nishana,850000,550000,"Drama, Family",2/17/1995,en,300000
Shooting People In The Head,2345678,2345678,"Action, Comedy",,en,0
Downey's Dream Cars,400000,250000,TV Movie,7/13/2022,en,150000
KING OF GOOD TIMES,1000000,5000000,,,en,-4000000
Challenges,500000,150000,,7/7/2011,en,350000
The Franklin: Wild River,50000,50000,,,en,0
Boys,1500000,350000,,,en,1150000
Sabeer,40000000,20000000,"Science Fiction, Action, Drama, Adventure",,en,20000000
Spinning Gasing,113774,563645,"Drama, Music",11/6/2000,en,-449871
Shrek,487900000,60000000,"Animation, Comedy, Fantasy, Adventure, Family",,en,427900000
National Theatre: The Effect,100000,100000,Drama,,en,0
"Lapis, Ballpen at Diploma",100000,3000000,Drama,2/25/2014,en,-2900000
Adventures in Bora Bora,3000000000,800000000,"Horror, War",8/23/2023,en,2200000000
The Date,50000,30000,Comedy,2/15/2023,en,20000
Romeo 1980,56743,100000,Fantasy,9/23/2023,en,-43257
Out of the Night: The Stephen Arrington Story,100000,50000,"Action, Drama, TV Movie",6/9/1995,en,50000
Waray In The City,100000,3000000,,,en,-2900000
"Last to leave VC wins $50,000",50000,50000,,,en,0
English,500000,30000,,10/1/2022,en,470000
Rakhwala,736266,31276,,,en,704990
NSPCC Children's TV Favourites Volume 1,500000,100000,,,en,400000
Medium Rare,80000,900000,"Crime, Thriller",11/28/1991,en,-820000
On Trial,1454000,130000,Drama,12/1/1928,en,1324000
Elite Manchester,1100000,1000000,,,en,100000
Neptune's Daughter,5773000,2221000,Fantasy,4/25/1914,en,3552000
Kingdom Men Rising,1188936,300000,Documentary,4/29/2019,en,888936
Active Shooter,250000,150000,"Documentary, Crime",4/1/2017,en,100000
"Run, Hide, Fight",88000,50000,"Documentary, Crime",5/1/2017,en,38000
Some title,2000000,1000000,,,en,1000000
Operation Thunderbolt,161430514,5600000,"Adventure, Action, Thriller",6/13/1956,en,155830514
Over the Hill to the Poorhouse,3000000,100000,"Drama, Crime",9/17/1920,en,2900000
putani safari,250000,100000,,,en,150000
Dreams,1700000,100000,,3/4/2016,en,1600000
Gonjeshkake ashi mashi,1500000,100000,Drama,1/9/2018,en,1400000
Ubambo Lwami,89000000,24000000,,,en,65000000
Lalbaugchi Rani,200000,150000,,,en,50000
The Great Divide,674000,318000,Western,2/15/1925,en,356000
For Love or Money,9960000,500000,Comedy,4/1/2014,en,9460000
Are Husbands Necessary?,1050000,552000,"Comedy, Romance",6/15/1942,en,498000
The Woman I Love,783000,725000,Drama,4/15/1937,en,58000
His People,3000000,93000,,11/1/1925,en,2907000
Pyaar Vali Love Story,940000,1400000,Drama,10/11/2014,en,-460000
The Sailor Takes a Wife,2559000,1012000,"Comedy, Romance",12/28/1945,en,1547000
The Rance Allen Group: Front Row Live,250000,100000,Music,1/1/2007,en,150000
Little Tikes Land,9000000,100000,"Animation, Family, Fantasy",1/1/2008,en,8900000
Hank Williams First Nation,166000,300000,"Drama, Comedy",2/4/2005,en,-134000
The Pursuit Of Victory,23000000,2000000,,,en,21000000
Gold Diggers of Broadway,3967000,532000,"Comedy, Music",8/30/1929,en,3435000
Screen Door Jesus,59000,3000000,"Drama, Comedy",3/11/2003,en,-2941000
A Third Wish,625902,1500000,"Drama, Comedy",6/6/2009,en,-874098
Indigo,1190000,500000,"Drama, Family",12/5/2003,en,690000
Legends: The Five Greatest Fighters from Pride FC (Fedor Emelianenko),7000000,100000,"Action, Documentary",6/16/2005,en,6900000
Rough House Rosie,1125000,225000,Comedy,5/14/1927,en,900000
The Terror,1464000,163000,"Horror, Mystery, Thriller",9/6/1928,en,1301000
Genius Erps,20000000,10000000,,,en,10000000
Operation Cobra,100000,90000,,7/18/2001,en,10000
Voiceless,418940,250000,Drama,10/7/2016,en,168940
Birds of Passage,11000000,2500000,"Drama, Adventure, Thriller, Action, Crime",5/27/2001,en,8500000
The Adventure of Sudsakorn,62700,157000,"Adventure, Animation, Fantasy",4/13/1979,en,-94300
Franchesca Page,1960000,1700000,"Music, Comedy",6/28/1998,en,260000
One Life at a Time,100000,100000,Drama,10/10/2020,en,0
Rock the Box Office,100000,700000,,,en,-600000
Goofer’s Brush,40000000,100000,"Crime, Thriller, Horror, Drama",,en,39900000
Wedding Bangles,650000,450000,,,en,200000
Rope,2748000,1510000,,1/5/1947,en,1238000
No Good Apple Face Folk,50000000,500000,,,en,49500000
Joji Presents: THE EXTRAVAGANZA,1000000,100000,Music,10/23/2020,en,900000
Mimpi Moon,140000,385000,,4/6/2000,en,-245000
Nicole,100000000,20000000,"Thriller, Comedy",,en,80000000
Project Ghazi,126000,1000000,"Science Fiction, Action, Thriller",3/29/2019,en,-874000
